Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID24108746,8-Jun-16,5274-7205-2377-3357,7734,SEG19
CTID49416873,4-Feb-16,6045-2636-8278-8875,15059,SEG25
CTID60694669,27-Apr-16,5587-7265-8118-7718,16479,SEG24
CTID28520978,12-Mar-16,5984-2442-3351-3695,10959,SEG23
CTID95002270,18-Jul-16,5619-4425-5473-6565,33817,SEG21
CTID47573501,20-Sep-16,9873-6894-5872-1884,11041,SEG18
CTID85938012,13-Feb-16,9356-9491-6534-8313,49704,SEG14
CTID89312578,11-Jan-16,6575-1457-7757-9141,7541,SEG19
CTID45588186,20-May-16,8228-6661-8736-2838,43556,SEG18
CTID11506907,18-Mar-16,1449-4529-1480-3546,2367,SEG16
CTID83751720,12-Feb-16,2944-6929-3608-9991,3756,SEG14
CTID11315192,5-Jan-16,7908-8365-2086-2481,33488,SEG21
CTID80478358,22-Jun-16,8462-5562-6993-2745,17198,SEG13
CTID35361185,10-Feb-16,4246-1369-3659-8804,45600,SEG20
CTID69698639,8-Mar-16,8793-4049-9771-8176,4891,SEG16
CTID29994670,4-Apr-16,4262-7103-6508-4214,26415,SEG15
CTID91097740,1-Dec-16,5206-5979-9383-4538,31240,SEG20
CTID90866890,14-Oct-16,8522-7783-9262-6673,41516,SEG25
CTID79177169,20-May-16,3620-5235-2101-3391,17344,SEG19
CTID89003826,17-Sep-16,4046-1968-8375-3680,13003,SEG25
CTID96275549,20-Sep-16,4334-6855-2003-9239,46491,SEG15
CTID89520284,8-Mar-16,3295-6390-4452-7199,20883,SEG19
CTID83356618,21-Nov-16,3652-5528-4808-8216,22557,SEG22
CTID69568329,4-Dec-16,8259-5688-7450-9931,29318,SEG18
CTID21619757,3-Apr-16,4864-7119-5608-7611,26481,SEG23
CTID68122705,10-Jun-16,4027-9234-2261-8201,42490,SEG12
CTID58966750,8-May-16,3170-4662-9297-6384,935,SEG24
CTID67155408,13-Jan-16,7795-9930-1867-6279,35552,SEG15
CTID53974108,11-Nov-16,7504-5906-9389-8905,42530,SEG18
CTID85945964,16-May-16,4491-2026-2441-2049,13729,SEG15
CTID98662620,13-Apr-16,6415-7043-2998-3377,2580,SEG23
CTID63249227,4-Jan-16,2595-7800-1142-5225,17992,SEG25
CTID17860811,22-Mar-16,8031-9022-9952-9605,39211,SEG13
CTID59200526,16-Dec-16,1536-9786-1960-7400,49366,SEG21
CTID27087205,4-Jul-16,5349-1963-8417-8327,49316,SEG21
CTID64875646,14-Sep-16,4971-8219-1133-6753,26954,SEG11
CTID90799011,1-Nov-16,4144-3271-6301-9342,35305,SEG18
CTID76334834,27-Nov-16,1350-6303-6190-5958,25054,SEG17
CTID41348087,7-Nov-16,6531-1690-4324-2760,24831,SEG14
CTID84164330,7-Jan-16,4012-7774-6690-7055,40315,SEG17
CTID65222609,11-Nov-16,3467-3224-2464-5799,27825,SEG23
CTID64190545,12-Sep-16,5750-8229-8026-8893,41128,SEG25
CTID72449588,29-Nov-16,8078-7413-3861-2246,40549,SEG13
CTID71574812,12-Mar-16,2944-6929-3608-9991,270,SEG23
CTID52660798,14-Mar-16,3313-4024-5109-8235,15619,SEG12
CTID87247112,17-Aug-16,9310-6095-5617-9905,31772,SEG15
CTID99557205,3-Feb-16,4262-7103-6508-4214,5692,SEG13
CTID28949206,27-Apr-16,7199-6959-4688-2302,28812,SEG12
CTID54901377,27-Apr-16,1629-9566-3285-2123,14032,SEG25
CTID79450867,7-May-16,1438-6906-2509-8219,40470,SEG17
CTID59704969,25-Aug-16,3226-1711-7076-2949,7445,SEG18
CTID41568220,11-Jul-16,9930-4634-8565-6716,4626,SEG13
CTID20141818,26-Apr-16,4834-4297-3113-9327,5855,SEG11
CTID35146506,26-Jun-16,7416-4529-6690-5703,32874,SEG19
CTID75249221,19-Mar-16,3226-1711-7076-2949,48190,SEG14
CTID14177454,12-Oct-16,3969-9181-6385-4422,28807,SEG14
CTID55490037,7-Apr-16,2595-7800-1142-5225,23991,SEG13
CTID67669314,23-Aug-16,5481-9525-6488-7566,35783,SEG12
CTID77084883,7-Feb-16,9369-6196-2597-1730,42257,SEG18
CTID20404222,3-Dec-16,6575-1457-7757-9141,14237,SEG21
CTID98094439,9-Jan-16,1235-8656-9164-2644,48460,SEG25
CTID65554516,1-May-16,6557-2662-6932-6028,2563,SEG20
CTID18064809,26-Apr-16,3323-8332-7133-7008,47673,SEG13
CTID74469356,27-Jun-16,6016-6956-6981-3103,11726,SEG17
CTID39349432,19-Dec-16,3748-8048-5227-8162,2390,SEG13
CTID84300992,15-Feb-16,6085-9783-3284-2783,3778,SEG17
CTID41221467,17-Nov-16,6045-2636-8278-8875,22540,SEG20
CTID43496505,7-Apr-16,3114-9778-2542-3154,48848,SEG25
CTID18246187,14-Jan-16,2264-2870-6785-2725,37434,SEG23
CTID65625195,14-Nov-16,9779-2601-5260-2896,24421,SEG21
CTID65416446,28-Jul-16,8769-1185-5731-6569,18409,SEG12
CTID89488068,26-Apr-16,9074-3311-4009-9836,43056,SEG14
CTID26709830,20-Feb-16,6547-1222-2350-2503,10658,SEG11
CTID75806356,8-Feb-16,3648-6856-2869-1255,7085,SEG20
CTID97160984,14-Jul-16,8159-1257-4706-7544,42278,SEG23
CTID62643531,2-Jun-16,3295-6390-4452-7199,48682,SEG24
CTID85602269,3-Jun-16,7665-2468-6158-3511,6457,SEG24
CTID96151492,28-Feb-16,4587-3535-8224-4301,47799,SEG13
CTID58211747,16-Mar-16,5144-5591-4640-2208,47437,SEG20
CTID37766014,22-Nov-16,7725-3576-5626-3317,49308,SEG24
CTID17970769,26-Oct-16,5689-2440-9593-1931,21671,SEG19
CTID44805220,13-Jul-16,6765-2732-8888-1318,49645,SEG11
CTID28716826,31-Dec-16,5590-1294-8800-2874,49077,SEG20
CTID20149808,16-Jun-16,6770-4547-6958-5035,35410,SEG16
CTID97901276,13-Nov-16,5349-1963-8417-8327,15109,SEG17
CTID56234569,27-Aug-16,4661-5769-5059-2114,27750,SEG18
CTID61076151,31-Dec-16,5805-3882-2982-9418,33789,SEG20
CTID20472527,3-Apr-16,9138-8487-6675-4521,28985,SEG24
CTID92651141,9-Sep-16,5592-8244-5701-5100,8463,SEG24
CTID68632141,6-Jul-16,9027-9319-4091-7718,43339,SEG17
CTID26442073,16-Sep-16,3430-7717-8611-4878,45393,SEG20
CTID80507198,17-Sep-16,2463-9055-1240-3878,1612,SEG19
CTID14676731,4-Sep-16,6001-5945-4665-4926,6132,SEG23
CTID83684340,17-Oct-16,5786-2204-6101-1373,29130,SEG18
CTID14259095,5-Jun-16,1336-9200-1264-2551,48742,SEG15
CTID76723439,15-Sep-16,7908-2695-7391-7499,48275,SEG16
CTID12507275,31-Jan-16,5129-6974-6371-2964,17438,SEG16
CTID18911156,20-Apr-16,9753-7718-2196-1448,33214,SEG15
CTID38042854,16-Aug-16,3001-2844-6540-3608,8380,SEG14
CTID48433353,20-Feb-16,2388-1652-4326-6035,5478,SEG14
CTID94593350,11-Nov-16,4954-2506-4917-1734,40720,SEG15
CTID99846022,18-Oct-16,5864-4475-3659-1440,47410,SEG16
CTID54849253,23-Oct-16,3914-1379-8974-9157,19117,SEG16
CTID26082501,16-Jan-16,3440-3330-5015-4988,39426,SEG11
CTID43120200,30-Oct-16,2893-7786-7528-2338,35608,SEG17
CTID33563246,5-Jun-16,7586-6475-9618-3909,44413,SEG24
CTID95021557,29-Jan-16,2949-1972-1300-6680,24624,SEG20
CTID67579857,4-Jan-16,6262-7793-5307-8561,48874,SEG12
CTID47494185,13-Feb-16,6575-1457-7757-9141,39535,SEG22
CTID92348653,27-Nov-16,7908-3850-6633-2606,34485,SEG18
CTID13930590,6-Sep-16,6272-7021-2748-1471,31196,SEG15
CTID41842958,15-May-16,6540-2862-2962-5109,28767,SEG15
CTID17685255,26-Sep-16,1749-4777-2532-7766,45999,SEG17
CTID28146247,17-Dec-16,1113-9175-3253-8426,33739,SEG25
CTID23633635,18-Oct-16,8272-7202-4112-6502,17371,SEG16
CTID14218444,25-Oct-16,1893-8853-9900-8478,12446,SEG12
CTID69512425,7-Aug-16,9356-9491-6534-8313,19345,SEG19
CTID21829733,5-Mar-16,3114-9778-2542-3154,34266,SEG18
CTID88718113,14-Jul-16,6876-7378-4945-3251,23983,SEG11
CTID77706123,11-Jul-16,4349-5976-1214-5524,46273,SEG24
CTID99691250,25-Jun-16,7179-9253-8424-9313,31902,SEG21
CTID68141310,4-Aug-16,5590-1294-8800-2874,48348,SEG23
CTID31891009,9-Dec-16,8159-1257-4706-7544,13443,SEG23
CTID96178428,5-May-16,5936-1967-4966-6077,44547,SEG21
CTID57402349,12-Jun-16,1187-8674-2708-3972,34216,SEG19
CTID40603697,28-Sep-16,3295-6390-4452-7199,27052,SEG14
CTID24745160,10-Mar-16,6722-7299-6082-7974,16694,SEG24
CTID95547196,31-Jan-16,3697-6001-4909-5350,28411,SEG15
CTID66410660,24-Jul-16,5380-2273-3524-9795,1514,SEG16
CTID71581912,19-Apr-16,8518-4517-6409-6976,4430,SEG24
CTID53494875,22-Aug-16,1113-9175-3253-8426,7688,SEG17
CTID82909053,18-Jan-16,2447-6299-5016-4953,26733,SEG18
CTID56948935,5-May-16,2944-6929-3608-9991,22916,SEG24
CTID42568651,31-Jan-16,7106-4239-7093-1515,28695,SEG11
CTID50437104,5-Oct-16,4138-5166-7490-1188,39921,SEG21
CTID70314444,6-Mar-16,5144-5591-4640-2208,38816,SEG14
CTID16027734,17-Jan-16,1466-1600-9312-7604,15033,SEG18
CTID83023902,2-Jan-16,5129-6974-6371-2964,23364,SEG23
CTID96736972,28-Oct-16,7815-7711-6866-1320,1458,SEG16
CTID52379141,9-Sep-16,1481-2536-2178-7547,10713,SEG24
CTID89700172,28-Mar-16,3114-9778-2542-3154,49440,SEG21
CTID57712307,26-Oct-16,9779-2601-5260-2896,25103,SEG24
CTID85809725,16-Nov-16,9314-8332-5195-8287,39269,SEG24
CTID23317002,11-May-16,3671-4079-8067-8622,3872,SEG24
CTID12471151,13-Jun-16,9540-8558-5897-5046,12367,SEG13
CTID11451266,5-Sep-16,6343-7134-9888-2361,15799,SEG17
CTID72846268,2-Oct-16,2447-6299-5016-4953,13261,SEG15
CTID36909457,16-Sep-16,9446-5484-2517-1811,49587,SEG19
CTID17928213,23-Mar-16,5574-7647-1844-5316,10107,SEG19
CTID85232386,16-Apr-16,7795-9930-1867-6279,47413,SEG16
CTID54985504,21-Mar-16,4092-8604-7363-3393,39409,SEG15
CTID83817295,24-Dec-16,9083-6711-4313-1181,27742,SEG12
CTID13087198,6-Feb-16,1290-5480-3763-3387,15005,SEG15
CTID57053248,1-Sep-16,1113-9175-3253-8426,44745,SEG12
CTID78354381,28-Dec-16,1782-5331-5899-1813,47576,SEG21
CTID40074917,20-Sep-16,4334-6855-2003-9239,26428,SEG22
CTID77336660,19-Nov-16,7697-2274-6431-6408,2744,SEG22
CTID64452984,13-Jul-16,1825-7669-6621-9045,47340,SEG24
CTID49354813,16-Apr-16,6085-9783-3284-2783,3304,SEG18
CTID40312543,14-Mar-16,8002-6041-9878-5658,45179,SEG14
CTID67266507,4-May-16,4265-2692-1676-5635,28466,SEG25
CTID21246201,29-Feb-16,2524-4184-5908-6750,35751,SEG25
CTID44364407,27-Oct-16,8706-3809-5167-3899,582,SEG22
CTID15676070,16-Feb-16,5564-7149-9280-5472,3855,SEG12
CTID81380572,3-Nov-16,9304-8255-4381-2028,25508,SEG18
CTID62411929,14-Nov-16,6722-7299-6082-7974,38705,SEG16
CTID87437665,7-Oct-16,8321-8463-7644-8934,41933,SEG13
CTID99526605,27-Mar-16,5094-8484-5014-6152,28146,SEG16
CTID35994816,29-Jan-16,8797-7761-7623-1806,15684,SEG23
CTID64299422,14-Apr-16,6479-5593-2105-9060,16075,SEG11
CTID57561883,20-Nov-16,4262-7103-6508-4214,29915,SEG17
CTID37117665,18-Mar-16,2535-9251-5633-3656,5234,SEG11
CTID67832012,12-Jul-16,3114-9778-2542-3154,3567,SEG23
CTID12947831,18-Apr-16,3652-5528-4808-8216,48795,SEG23
CTID15079004,25-May-16,5616-5526-4836-1962,22443,SEG18
CTID21975615,11-Dec-16,7382-8932-9683-9480,46373,SEG19
CTID48293262,6-Oct-16,6722-7299-6082-7974,36343,SEG12
CTID48170323,31-Aug-16,7447-6644-5678-8061,42320,SEG18
CTID48803842,14-Nov-16,3170-4662-9297-6384,36280,SEG23
CTID82703718,24-Jan-16,4937-6752-6970-3163,26673,SEG17
CTID15268209,5-Mar-16,7908-3850-6633-2606,48959,SEG25
CTID26555772,11-Jan-16,5734-5619-8469-4044,683,SEG22
CTID35085151,31-Oct-16,7665-2468-6158-3511,34543,SEG24
CTID45535563,2-Mar-16,7677-5937-2671-3687,3075,SEG21
CTID44351107,16-Feb-16,4646-8260-8197-7078,23275,SEG15
CTID16766150,21-May-16,6228-9033-3508-8121,41832,SEG14
CTID96774133,11-Sep-16,9376-8684-9599-2988,49512,SEG13
CTID58177331,2-Feb-16,6262-7793-5307-8561,27906,SEG24
CTID58446165,25-Aug-16,2116-6906-9722-9824,27509,SEG17
CTID13688026,18-Feb-16,3467-4873-4196-4795,46953,SEG21
CTID97159006,20-Jan-16,1546-9786-8388-4937,5928,SEG17
CTID59115860,2-Apr-16,6025-2610-4001-6680,30316,SEG13
CTID78160167,6-Jul-16,2640-5294-8252-8817,2194,SEG16
CTID53196917,29-Mar-16,1449-4529-1480-3546,31255,SEG21
CTID38378005,2-Feb-16,3545-8540-7402-9523,45443,SEG20
CTID80937737,22-Aug-16,1556-5778-6667-4345,7756,SEG12
CTID34823363,17-Jul-16,7377-5503-9688-7953,31334,SEG13
CTID66026496,25-May-16,4349-5976-1214-5524,43601,SEG24
CTID61506049,28-Mar-16,8509-8871-7296-2015,27590,SEG24
CTID45741006,7-May-16,4991-3814-8016-9048,10823,SEG19
CTID27712849,23-Apr-16,9540-8558-5897-5046,45289,SEG11
CTID20567160,8-Oct-16,3295-6390-4452-7199,49155,SEG16
CTID29800036,2-May-16,8904-2491-3727-6958,32249,SEG23
CTID24425602,9-Mar-16,4037-7862-8119-1361,39305,SEG25
CTID86516394,26-Jan-16,1559-8764-1659-4317,2690,SEG13
CTID65983223,2-Oct-16,5982-5047-2653-9052,28480,SEG21
CTID59994609,7-Aug-16,5960-5753-3689-8262,45527,SEG19
CTID59762530,5-May-16,6025-2610-4001-6680,17771,SEG16
CTID97953726,25-Oct-16,7900-3001-7632-4005,9868,SEG17
CTID51095433,5-Sep-16,6399-9536-6027-1857,41189,SEG17
CTID72909542,23-Nov-16,9621-6787-7890-7470,356,SEG13
CTID83337032,19-Apr-16,4027-9234-2261-8201,27557,SEG15
CTID21796860,5-Mar-16,3623-4506-7311-5151,13807,SEG18
CTID66493057,19-Apr-16,3970-3872-2591-7629,8313,SEG17
CTID77984770,14-Apr-16,9843-6858-7863-1891,24861,SEG19
CTID75163018,25-Oct-16,2764-7023-8396-5255,21577,SEG16
CTID69213511,1-Jan-16,5618-9718-9367-2102,24148,SEG12
CTID67787518,10-Nov-16,2240-2748-8514-4335,19499,SEG23
CTID62551194,2-Feb-16,4703-4800-3443-6825,14620,SEG25
CTID69860077,12-May-16,8115-7743-6213-9284,13378,SEG17
CTID18942969,9-Apr-16,6620-4005-4574-6263,5252,SEG25
CTID19147015,5-Feb-16,4525-4818-6014-8945,12668,SEG11
CTID92996473,28-May-16,8499-3007-6025-2772,46682,SEG22
CTID21281530,25-Jan-16,8486-4186-7122-3452,30308,SEG22
CTID87268140,6-Apr-16,6835-6133-8935-6988,27867,SEG12
CTID25029358,12-Mar-16,7697-2274-6431-6408,6045,SEG25
CTID91908613,15-Nov-16,6515-8771-7352-9788,27421,SEG22
CTID41214539,31-Jan-16,9991-4727-7710-2269,1899,SEG14
CTID16574498,1-Apr-16,9873-6894-5872-1884,17413,SEG14
CTID93919888,3-Sep-16,3467-3224-2464-5799,42844,SEG20
CTID98061278,24-Oct-16,7708-8807-7837-8812,27963,SEG11
CTID97810643,6-Nov-16,8262-8743-6406-7105,9744,SEG20
CTID81330129,11-Nov-16,8341-5263-4582-7396,9274,SEG18
CTID99926159,1-Jul-16,9369-6196-2597-1730,13780,SEG16
CTID84708179,30-Jan-16,6691-5105-1556-4131,24622,SEG12
CTID32636923,8-Jan-16,5786-2204-6101-1373,9167,SEG24
CTID61047482,1-Oct-16,6015-9255-9994-6771,46703,SEG16
CTID26111612,13-Jul-16,3114-9778-2542-3154,7397,SEG20
CTID29562213,8-Feb-16,4587-3535-8224-4301,46223,SEG24
CTID12660661,6-Apr-16,8477-4051-5606-6540,29271,SEG21
CTID40040919,24-Nov-16,5747-7372-2770-2325,26354,SEG18
CTID91011959,23-Sep-16,6315-7338-3105-9947,4280,SEG21
CTID33014371,10-Dec-16,2570-5181-2062-7588,4383,SEG23
CTID82051460,12-Apr-16,7179-9253-8424-9313,37562,SEG15
CTID42460968,14-Feb-16,8976-7958-2694-8171,30756,SEG24
CTID59544357,4-Nov-16,5574-7647-1844-5316,41293,SEG18
CTID70728707,18-Apr-16,8951-3220-4809-9797,39371,SEG24
CTID54759604,7-Sep-16,8262-8743-6406-7105,48567,SEG20
CTID60685459,10-Dec-16,8870-2780-7399-5151,5265,SEG24
CTID85172488,24-Aug-16,7725-3576-5626-3317,36413,SEG24
CTID16164328,5-Nov-16,2447-6299-5016-4953,28562,SEG23
CTID77016457,4-Jun-16,3461-8685-2115-2963,40675,SEG25
CTID75921059,19-Aug-16,3623-4506-7311-5151,19927,SEG25
CTID49626853,16-Jan-16,2893-7786-7528-2338,112,SEG17
CTID56779007,12-Jan-16,1893-8853-9900-8478,45357,SEG11
CTID27437135,22-Jun-16,7234-6377-8525-5139,10593,SEG18
CTID50250675,26-Nov-16,6001-5945-4665-4926,31896,SEG11
CTID78925196,27-Feb-16,7164-1323-2737-4112,47428,SEG14
CTID85667500,9-Jun-16,7900-3001-7632-4005,48143,SEG16
CTID55244013,4-Nov-16,8869-7604-9618-3740,46947,SEG14
CTID12335129,30-Jun-16,3594-2190-6052-1265,43944,SEG24
CTID56084046,19-Feb-16,7017-9570-4103-5076,46033,SEG23
CTID12027001,7-May-16,7658-7645-4568-1461,38363,SEG20
CTID44564428,5-Oct-16,3196-5064-6247-7113,44657,SEG24
CTID62598900,12-May-16,3007-2083-4197-9770,5645,SEG25
CTID82626410,4-Aug-16,8509-8871-7296-2015,21532,SEG15
CTID65797255,22-Oct-16,5978-8449-1139-4565,15961,SEG13
CTID59133706,4-Jun-16,3380-5311-6073-9478,18039,SEG14
CTID23100073,4-Apr-16,8725-3610-8060-2617,2443,SEG23
CTID70721876,10-Oct-16,8578-3662-1951-5720,33300,SEG21
CTID93386746,27-Apr-16,1438-6906-2509-8219,43672,SEG13
CTID30363735,15-Sep-16,5251-7364-6702-5590,43427,SEG19
CTID46908760,17-Dec-16,5341-5445-8369-7039,43812,SEG20
CTID64023161,31-Aug-16,5747-7372-2770-2325,41308,SEG16
CTID95682554,14-Mar-16,1536-9786-1960-7400,39930,SEG22
CTID86501469,21-Mar-16,7362-1637-8977-1963,19098,SEG19
CTID18556955,18-May-16,9635-4234-8168-7095,42452,SEG22
CTID72154598,1-Oct-16,8287-3054-9804-9342,20442,SEG20
CTID81479278,15-Mar-16,8467-5358-5569-3718,31360,SEG17
CTID90614919,9-Oct-16,1259-5241-3561-1773,19393,SEG13
CTID51475382,29-Jan-16,7583-5046-7750-5578,46376,SEG18
CTID91415882,19-Jan-16,6770-4547-6958-5035,39022,SEG11
CTID55875222,12-Jul-16,4262-7103-6508-4214,34379,SEG16
CTID58583736,13-Apr-16,1113-9175-3253-8426,38171,SEG24
CTID54321925,7-Jul-16,9161-8723-1217-5269,4120,SEG12
CTID86487799,10-Oct-16,2349-2290-6329-3624,37697,SEG19
CTID48118773,23-Nov-16,5206-5979-9383-4538,42755,SEG20
CTID42754027,4-May-16,6492-5655-8241-3530,30868,SEG16
CTID31086529,28-Apr-16,1481-2536-2178-7547,48401,SEG11
CTID93612234,19-Nov-16,3313-4024-5109-8235,37695,SEG23
CTID71061438,27-Sep-16,6148-9835-7115-4405,7518,SEG15
CTID49861312,31-Aug-16,2568-8047-9427-1704,28039,SEG14
CTID64903840,2-Sep-16,7290-4771-9163-1291,1128,SEG23
CTID15622999,25-Jun-16,5316-4617-7300-3260,8190,SEG15
CTID63098092,8-Dec-16,7697-2274-6431-6408,4939,SEG24
CTID97782318,19-Oct-16,2357-9896-6403-5970,27919,SEG20
CTID11888859,19-Mar-16,5734-5619-8469-4044,19067,SEG19
CTID87167728,5-Sep-16,3323-8332-7133-7008,39622,SEG18
CTID45754064,28-May-16,6575-1457-7757-9141,46804,SEG20
CTID77703178,23-Sep-16,2056-7091-8023-1914,2554,SEG11
CTID73357245,21-Jul-16,5481-9525-6488-7566,28092,SEG21
CTID28279880,1-Mar-16,5591-5619-8809-5454,10463,SEG15
CTID44626561,20-Feb-16,6321-2048-7733-8765,12894,SEG14
CTID60081515,27-Dec-16,9304-4488-7872-2868,16875,SEG17
CTID22010637,18-May-16,7837-4036-5999-1672,39893,SEG15
CTID76079574,13-Apr-16,2264-2870-6785-2725,24315,SEG15
CTID69208757,2-Jun-16,7212-8665-7734-5918,41695,SEG24
CTID50224110,22-May-16,7430-6895-6227-4665,10261,SEG13
CTID49524774,6-Jun-16,3697-6001-4909-5350,26045,SEG24
CTID18510009,24-May-16,8217-2336-2393-6960,20982,SEG11
CTID91651597,18-Sep-16,2271-9253-1553-2843,10969,SEG18
CTID82591156,17-Sep-16,5447-4124-3337-6163,34622,SEG14
CTID99656702,19-Apr-16,4448-9587-7180-9589,42868,SEG25
CTID95623030,25-Aug-16,9162-3465-6654-4891,21853,SEG23
CTID52412734,4-Dec-16,1559-8764-1659-4317,1723,SEG19
CTID29276973,2-Jul-16,6515-8771-7352-9788,1089,SEG22
CTID23923026,17-Mar-16,6620-4005-4574-6263,16341,SEG14
CTID76887344,13-Feb-16,8794-7936-2566-9238,15403,SEG21
CTID37185856,13-May-16,1782-8675-4061-3666,31843,SEG19
CTID86615506,20-Apr-16,1410-9622-6092-3445,43641,SEG13
CTID39843249,5-Dec-16,5747-7372-2770-2325,32526,SEG20
CTID11238015,27-Mar-16,9356-9491-6534-8313,4372,SEG24
CTID64528966,10-Jun-16,7430-6895-6227-4665,47410,SEG25
CTID23017061,28-Feb-16,2447-6299-5016-4953,2028,SEG22
CTID53744642,9-Oct-16,5018-8635-8433-6614,46896,SEG24
CTID29718129,19-Jan-16,7199-4140-9327-8875,2459,SEG20
CTID40454485,15-Apr-16,5957-5032-1448-8189,37684,SEG24
CTID84582491,25-Oct-16,3467-4873-4196-4795,25659,SEG15
CTID62347004,27-Jun-16,7326-9558-4788-5128,18168,SEG15
CTID30085741,13-Mar-16,8259-5688-7450-9931,25982,SEG22
CTID78991597,13-Jul-16,2834-5946-1542-4074,23485,SEG15
CTID29081050,17-Dec-16,8673-7935-5776-9119,4184,SEG17
CTID80143036,2-Oct-16,2524-4184-5908-6750,15442,SEG25
CTID60303016,30-Mar-16,2834-5946-1542-4074,49961,SEG20
CTID30084858,31-May-16,2595-8621-2855-9119,5758,SEG25
CTID27795952,30-Aug-16,5262-2954-4306-9001,6463,SEG11
CTID91326074,1-Jul-16,4046-1968-8375-3680,22200,SEG18
CTID52815408,31-Aug-16,7211-2168-9731-5466,11099,SEG18
CTID22250374,23-Apr-16,4027-9234-2261-8201,25989,SEG11
CTID24549548,4-May-16,9322-7578-8781-2684,15859,SEG16
CTID74107294,19-Dec-16,1683-2865-3396-4925,23261,SEG23
CTID32225871,8-Dec-16,5010-4875-7956-3628,17295,SEG16
CTID15466546,3-Sep-16,3140-6494-9869-5893,48838,SEG20
CTID61545817,7-Dec-16,8321-8463-7644-8934,38150,SEG11
CTID25408800,16-Jun-16,8685-1513-4751-8018,13438,SEG20
CTID42224089,15-Nov-16,6319-3749-2944-6015,5565,SEG14
CTID48991572,5-Sep-16,5349-1963-8417-8327,12041,SEG16
CTID46205391,23-May-16,8106-9789-1679-2552,21503,SEG24
CTID37755014,4-Nov-16,3168-6552-9936-1500,17523,SEG25
CTID30118220,16-Nov-16,9540-8558-5897-5046,5954,SEG19
CTID89360963,17-Mar-16,8836-7078-5752-6312,23154,SEG12
CTID61376880,4-Jul-16,6045-2636-8278-8875,33452,SEG19
CTID53145997,21-Apr-16,8836-7078-5752-6312,45589,SEG12
CTID54141749,21-Jan-16,6785-6309-6247-3002,49698,SEG19
CTID45672021,11-Jan-16,6415-7043-2998-3377,9833,SEG18
CTID82174320,2-Jan-16,5993-5660-3442-6277,24970,SEG20
CTID22023759,29-Apr-16,9753-7718-2196-1448,32720,SEG24
CTID47486045,9-Apr-16,1782-8675-4061-3666,34586,SEG17
CTID66108292,12-Apr-16,5144-5591-4640-2208,32772,SEG17
CTID80314947,5-Dec-16,2161-8530-5218-6803,43467,SEG25
CTID17723734,28-May-16,1350-6303-6190-5958,29542,SEG12
CTID87570573,29-Jun-16,1159-7886-1385-5540,16936,SEG21
CTID24922809,27-Mar-16,8507-1459-7315-8148,36106,SEG13
CTID48053831,6-Feb-16,2834-5946-1542-4074,32379,SEG23
CTID33095743,27-Feb-16,4834-4297-3113-9327,45774,SEG19
CTID68667552,4-Oct-16,3430-7717-8611-4878,11604,SEG24
CTID96261660,12-Jun-16,9497-8994-1281-9719,14342,SEG11
CTID67853121,3-Dec-16,8870-2780-7399-5151,29782,SEG13
CTID68804851,21-Jul-16,7665-2468-6158-3511,23817,SEG25
CTID25120084,26-Nov-16,1175-3754-1370-5515,12509,SEG18
CTID49876080,7-Apr-16,2568-8047-9427-1704,562,SEG17
CTID95268718,18-Sep-16,6343-7134-9888-2361,35742,SEG13
CTID67815040,21-Aug-16,7908-2695-7391-7499,40485,SEG17
CTID18405045,8-Dec-16,5010-4875-7956-3628,16791,SEG22
CTID55216061,3-Sep-16,6016-6956-6981-3103,8910,SEG20
CTID99863649,27-Dec-16,4562-2665-7578-1931,31762,SEG23
CTID89817890,11-May-16,9356-9491-6534-8313,11357,SEG18
CTID42312114,3-Jun-16,3648-6856-2869-1255,29320,SEG21
CTID79351279,6-Mar-16,7863-1291-5335-8126,45900,SEG25
CTID73773088,30-Mar-16,1661-3809-5334-2155,8060,SEG21
CTID74946716,12-May-16,6045-2636-8278-8875,34915,SEG23
CTID89530457,10-Jul-16,8769-1185-5731-6569,21565,SEG16
CTID64136478,4-May-16,4663-3168-7059-6778,46852,SEG19
CTID84246579,7-Jun-16,2240-2748-8514-4335,45347,SEG12
CTID43345462,2-Apr-16,6617-5782-1394-1632,24043,SEG13
CTID90452792,13-Jun-16,7725-3576-5626-3317,4593,SEG22
CTID52836755,1-Aug-16,6262-7793-5307-8561,42905,SEG20
CTID38181739,9-May-16,4959-5036-1379-1303,32303,SEG14
CTID57553330,19-Jan-16,2535-9251-5633-3656,27685,SEG16
CTID88487049,28-Feb-16,7447-6644-5678-8061,16166,SEG23
CTID74750270,12-Aug-16,7164-1323-2737-4112,17129,SEG14
CTID73125432,16-Oct-16,7583-5046-7750-5578,44557,SEG12
CTID15630854,18-Sep-16,3380-5311-6073-9478,25100,SEG25
CTID43251093,24-Dec-16,8106-9789-1679-2552,39319,SEG17
CTID96088701,21-Aug-16,9842-5558-3255-3410,26747,SEG25
CTID71324533,2-Jan-16,5447-4124-3337-6163,19240,SEG23
CTID98001080,2-Jan-16,4783-2852-8264-4966,9493,SEG19
CTID58954199,4-May-16,4646-8260-8197-7078,37221,SEG23
CTID76141534,24-Dec-16,4646-8260-8197-7078,35560,SEG22
CTID78868390,30-May-16,5564-7149-9280-5472,22080,SEG21
CTID39781231,10-Apr-16,1519-5130-5810-8539,35071,SEG20
